course_id,course_name,course_desc,course_creator,course_img,createdAt,updatedAt,data_loaded_at
1115,Build a Flywheel Infographic with Inkscape,"By the end of this project, you will build a flywheel infographic in Inkscapeï¿½a free, open-source graphics program. Youï¿½ll build complex shapes that can be expanded and resized without losing image quality, making them a reliable foundation for presentation images and websites.  You will practice working with vector graphics, including path editing, and you will feel comfortable using Inkscape, using align commands to accurately and easily position shapes, and adding color and stroke to create eye-catching images.  To build these skills, youï¿½ll build a custom infographic from scratch, then add stroke, color, a drop shadow, and some shape adjustments to give it depth.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",400,https://images.pexels.com/photos/3862132/pexels-photo-3862132.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1116,Political Governance and Public Policy in Russia,"The course is designed to study the features of the political structure of modern Russia. It contains both general information on the institutional, procedural and value components of the political system and public policy in Russia, as well as a description of the problems, contradictions and prospects for the political development of the country. The course contains three main modules: (1) the political system and regime in Russia: state institutions, political parties, civil society; (2) the public policy process in Russia: the mechanisms for elaborating, adopting and implementing policies and decisions; (3) directions and problems of economic and social policy in Russia: development based on stabilization. The course is aimed at those listeners who want to gain systematic knowledge of politics in Russia, as well as those who are focused on studying Russia's political development in complex and uncertain contexts. Studying the course students can choose the level of the course (general or in-depth), focusing on video material, information, discussions, forums, evaluations and interactive communication with teachers. The Advanced level of the course development assumes the active participation of students in discussions, forums and project assignments. The overall mission of the course is to develop students' objective political knowledge about Russia and their ability to make critical scientific analysis and assessment.",100,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1804,Design Thinking and Predictive Analytics for Data Products,"This is the second course in the four-course specialization Python Data Products for Predictive Analytics, building on the data processing covered in Course 1 and introducing the basics of designing predictive models in Python. In this course, you will understand the fundamental concepts of statistical learning and learn various methods of building predictive models. At each step in the specialization, you will gain hands-on experience in data manipulation and building your skills, eventually culminating in a capstone project encompassing all the concepts taught in the specialization.",1,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1117,Pandas Python Library for Beginners in Data Science,"Note 1: As a beginner you are not yet ready to work with real world data. So real world data is not used in this project.  Note2 : If you are already familiar with pandas and want to work with real world data, check out the intermediate course here: https://www.coursera.org/projects/intermediate-pandas-python-library-data-science   Note 3: Pandas is not used for development. It was designed purely for data manipulation. So you will not build anything during the course of this project.   Note 4: The video content is meant to be within an hour as per Coursera's guidlines. It is meant to demonstrate  coding. The theory is covered in detail in the reading module titled ""Project Summary""provided after the video content.  Note 5: Make sure you read the ""Project Summary"" before attempting the final quiz.  This guided project is for college students or those who have not heard of pandas before and  want to learn about the syntax in pandas, one of the most important python libraries for data analysis.   By the end of this project, you will master the basics of pandas. You will be able to gain insight into the data, clean it, and do basic preprocessing to get the most value out of your data.  Special Features:  1) This project provides plenty of challenges with solutions to encourage you to practice using pandas. 2) Libraries are automatically imported each time you begin a new session. Just open the project and start learning!  3) The real world applications of each function is explained. 4) After you complete this project, you get a jupyter notebook of all the work you covered (including gifs). It acts as a useful learning tool that you can refer to at any time in the future.  5) Best practices and tips are provided to ensure that you learn how to use pandas efficiently. 6) Animated gifs are used to aid in the learning process. 7) Important terminology and definitions are explained. 8) Simple language is used throughout the project, so that you can focus on coding. (Eg: Quantitative data is referred to simply as numeric data.) Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",100,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1118,Applications in Engineering Mechanics,"This course applies principles learned in my course ï¿½Introduction to Engineering Mechanicsï¿½ to analyze real world engineering structures.  You will need to have mastered the engineering fundamentals from that class in order to be successful in this course offering.  This course addresses the modeling and analysis of static equilibrium problems with an emphasis on real world engineering systems and problem solving.    --------------------------- Recommended Background:  You will need to have successfully completed my earlier course ï¿½Introduction to Engineering Mechanicsï¿½ in order to be successful in this course.  --------------------------- The copyright of all content and materials in this course are owned by either the Georgia Tech Research Corporation or Dr. Wayne Whiteman. By participating in the course or using the content or materials, whether in whole or in part, you agree that you may download and use any content and/or material in this course for your own personal, non-commercial use only in a manner consistent with a student of any academic course. Any other use of the content and materials, including use by other academic universities or entities, is prohibited without express written permission of the Georgia Tech Research Corporation. Interested parties may contact Dr. Wayne Whiteman directly for information regarding the procedure to obtain a non-exclusive license.",300,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1119,Theatre and Globalization,"Learn how theatre and globalization have affected each other over the past century, and how to conduct your own research on global theatre histories.",200,https://images.pexels.com/photos/5668473/pexels-photo-5668473.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1120,Economics of Transition and Emerging Markets,"The course analyzes challenges faced by transition and emerging-market economies, i.e., those middle- and low-income countries, which have conducted market-oriented economic reforms and become integrated into the global economy since 1990s.   It starts from a brief history of communist economic system based on central planning in the former Soviet Union and Central and Eastern Europe, its evolution and collapse at the end of 1980s/ early 1990s and subsequent transition to a market system in 1990s and 2000s. Then it analyzes experience of market reforms in China, India, other Asian countries, Middle East and North Africa, Sub-Saharan Africa and Latin America at the same period. Finally, it discusses the problems of contemporary global economy and global and regional economic governance with the special focus given to emerging-market economies and their role. By the end of the course you will be able to analyse emerging-market economies and economies in transition, taking into account their crucial characteristics and historical experience.  Participation in the course does not require any preconditions, however, basic economic knowledge would be an advantage.  In order to pass successfully this course you must score not less than 80% for each of six after module quizzes and complete the peer-assessed essay at the end of the course.  Do you have technical problems? Write to us: coursera@hse.ru",100,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1121,Java Arrays and Loops,"In this project you will read weather data from a file and populate an Array with the file data. The data is then sorted in an Array, and output to another file.  Loops are used in a Java program whenever a sequence of code must be repeated. A common use for a while loop is to read data from a file, where the file is of unknown length. A for loop, on the other hand is often used when the repeat count of a code sequence is known. A common use of a for loop is to iterate through an array. An Array is a list of items of a fixed size where each entry is the same type of data. The array could contain numbers, Strings of characters, or a user-defined data type.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",1,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1122,Nearest Neighbor Collaborative Filtering,"In this course, you will learn the fundamental techniques for making personalized recommendations through nearest-neighbor techniques.  First you will learn user-user collaborative filtering, an algorithm that identifies other people with similar tastes to a target user and combines their ratings to make recommendations for that user.  You will explore and implement variations of the user-user algorithm, and will explore the benefits and drawbacks of the general approach.  Then you will learn the widely-practiced item-item collaborative filtering algorithm, which identifies global product associations from user ratings, but uses these product associations to provide personalized recommendations based on a user's own product ratings.",800,https://images.pexels.com/photos/196644/pexels-photo-196644.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1123,Encouraging Student Growth with Teach Your Monster to Read,"By the end of this project, you will be fluent at using Teach Your Monster to Read to engage young readers and support their reading development. Young readers will travel through an interactive and engaging world as they begin with letters and sounds and complete their journey as Champion Readers. Teachers can even connect parents to student accounts so that student success can be celebrated by everyone. If you are looking for an innovative, well researched game that is guaranteed to engage young readers, you will want to become confident in using Teach Your Monster to Read with your students. Letï¿½s get started together!  *You will need a free Teach Your Monster to Read account for this project.",700,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1124,Advanced Manufacturing Enterprise,"Enterprises that seek to become proficient in Advanced manufacturing must incorporate manufacturing management tools and integrate data throughout the supply chain to be successful. This course will make students aware of what a digitally connected enterprise is, as they learn about the operational complexity of enterprises, business process optimization and the concept of an integrated product-process-value chain.   Students will become acquainted with the available tools, technologies and techniques for aggregation and integration of data throughout the manufacturing supply chain and entire product life-cycle. They will receive foundational knowledge to assist in efforts to facilitate design, planning, and production scheduling of goods and services by applying product life cycle data.    Main concepts of this course will be delivered through lectures, readings, discussions and various videos.   This is the sixth course in the Digital Manufacturing & Design Technology specialization that explores the many facets of manufacturingï¿½s ï¿½Fourth Revolution,ï¿½  aka Industry 4.0, and features a culminating project involving creation of a roadmap to achieve a self-established DMD-related professional goal.  To learn more about the Digital Manufacturing and Design Technology specialization, please watch the overview video by copying and pasting the following link into your web browser: https://youtu.be/wETK1O9c-CA",200,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1125,Population Health: Panel Management Next Level,"How can you, as a healthcare professional, identify patients that share the same risk of an adverse event? How do you transform your healthcare practice in such a way that you are not only able to provide proactive care but you are also able to improve the health of populations at risk? In this course you will learn how to apply the panel management approach to tackle these questions in order to change from reactive to proactive care.   You will learn how to empanel (patient)groups that share the same risk and how you can allocate the appropriate intervention to each panel of patients. From there you will dive into ways to transform current workflows for optimal in-reach and out-reach care both at the cultural and behavioral change level. As a final step you will learn how to evaluate both effectiveness and process based on the triple aim. This will give you insight into what can be improved in the next panel management cycle.   This course will help you gain an understanding of the panel management approach and enable you to change from reactive to proactive care.   This course is part of the Leiden University Master Programme Population Health Management. If you wish to find out more about this programme check-out the course Fundamentals of Population Health Management at: https://www.coursera.org/learn/fundamentals-population-health-management",600,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1126,Fundamentals of Social Media Advertising,"This course takes a deep dive into paid advertising on social media. Learn how to start advertising on platforms like Facebook and Instagram by developing effective ads. Learn how to work with design teams by capturing the essence of your ad campaign in a creative brief, and understand how privacy policies may affect your ads. Complete the course with a project where you will produce a creative brief with assets you would deliver to a design team for your ad campaign. Youï¿½ll also create your first social media ad.   By the end of this course you will be able to: ï¿½ Determine why and when to invest in paid advertising on social media  ï¿½ Understand the anatomy of a social media ad and how they differ from organic posts ï¿½ Evaluate on which platforms to run social media ad campaigns and what makes an ad effective ï¿½ Craft compelling and effective visuals and copy for social media ads ï¿½ Learn how to collaborate effectively with others through creative briefs ï¿½ Build foundational understanding for data, data-based advertising and privacy protection ï¿½ Build an ad directly from your Facebook Business Page and your Instagram Business Account ï¿½ Use Instagram Stories Ads effectively to connect with customers ï¿½ Write a creative brief and create a social media ad  This course is intended for people who want to learn how to create and manage ads on social media. Learners don't need marketing experience, but they have basic internet navigation skills and are eager to participate and connect in social media.  Having a Facebook or Instagram account helps and ideally learners have already completed course 1 (Introduction to Social Media Marketing) and 2 (Social Media Management) in this program.",800,https://images.pexels.com/photos/8867382/pexels-photo-8867382.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1127,Mitigating Security Vulnerabilities on Google Cloud Platform,"This self-paced training course gives participants broad study of security controls and techniques on Google Cloud Platform.  Through recorded lectures, demonstrations, and hands-on labs, participants explore and deploy the components of a secure GCP solution, including Cloud Identity, the GCP Resource Manager, Cloud IAM, Google Virtual Private Cloud firewalls, Google Cloud Load balancing, Cloud CDN, Cloud Storage access control technologies, Stackdriver, Security Keys, Customer-Supplied Encryption Keys, the Google Data Loss Prevention API, and Cloud Armor. Participants learn mitigations for attacks at many points in a GCP-based infrastructure, including Distributed Denial-of-Service attacks, phishing attacks, and threats involving content classification and use.  To get the most out of this course, participants should have:   * Prior completion of Google Cloud Platform Fundamentals: Core Infrastructure or equivalent experience   * Prior completion of GCP and Hybrid Networking Deep Dive or equivalent experience   * Knowledge of foundational concepts in information security, such as         * vulnerability, threat, attack surface          * confidentiality, integrity, availability         * common threat types and their mitigation strategies         * public-key cryptography         * public and private key pairs         * certificates         * cipher types         * certificate authorities         * Transport Layer Security/Secure Sockets Layer encrypted communication         * public key infrastructures         * security policy   * Basic proficiency with command-line tools and Linux operating system environments   * Systems Operations experience,  deploying and managing applications, on-premises or in a public cloud environment   * Reading comprehension of code in Python or Javascript  >>> By enrolling in this course you agree to the Qwiklabs Terms of Service as set out in the FAQ and located at: https://qwiklabs.com/terms_of_service <<<",1,https://images.pexels.com/photos/11035393/pexels-photo-11035393.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1128,Practical SAS Programming and Certification Review,In this course you have the opportunity to use the skills you acquired in the two SAS programming courses to solve realistic problems. This course is also designed to give you a thorough review of SAS programming concepts so you are prepared to take the SAS Certified Specialist: Base Programming Using SAS 9.4 Exam.,500,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1129,G Suite Mail Management,"G Suite Mail Management is the fourth course in the G Suite Administration series.  In this course you will learn how to protect your organization against spam, spoofing, phishing and malware attacks. You will  configure email compliance and learn how to implement data loss prevention (DLP) for your organization. You will gain an understanding of the mail routing options available and learn how to whitelist and block senders. You will also become familiar with other mail options such as inbound and outbound gateways, 3rd party email archiving, and journaling to Vault.  Learning Objectives  By the end of this course participants will be able to:   - Gain a basic understanding of the Domain Name System (DNS) used on the internet and be able to identify the record types used by G Suite. - Be able to implement common email security measures in your DNS records such as SPF, DKIM and DMARC and be able to explain the purpose of each measure. - Learn how to protect your users from inbound phishing and harmful software (malware). - Learn how to control which end user access features are available to your users. - Learn how to configure email whitelists, blacklists and approved sender lists to better manage mail delivery and protect against spam, phishing and malware. - Gain an understanding of the various compliance features provided in G Suite. - Gain a basic understanding of the mail routing options available to you as the G Suite administrator.  Prerequisites  You should have completed the Introduction to G Suite, Managing G Suite, and G Suite Security courses.",700,https://images.pexels.com/photos/5483240/pexels-photo-5483240.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1130,Exploring and Producing Data for Business Decision Making,"This course provides an analytical framework to help you evaluate key problems in a structured fashion and will equip you with tools to better manage the uncertainties that pervade and complicate business processes. Specifically, you will be introduced to statistics and how to summarize data and learn concepts of frequency, normal distribution, statistical studies, sampling, and confidence intervals.  While you will be introduced to some of the science of what is being taught, the focus will be on applying the methodologies. This will be accomplished through the use of Excel and data sets from many different disciplines, allowing you to see the use of statistics in very diverse settings. The course will focus not only on explaining these concepts, but also understanding the meaning of the results obtained.  Upon successful completion of this course, you will be able to:  ï¿½\tSummarize large data sets in graphical, tabular, and numerical forms. ï¿½\tUnderstand the significance of proper sampling and why you can rely on sample information. ï¿½\tUnderstand why normal distribution can be used in so many settings. ï¿½\tUse sample information to infer about the population with a certain level of confidence about the accuracy of the estimations. ï¿½\tUse Excel for statistical analysis.  This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",300,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1131,The Modern and the Postmodern (Part 1),"This course examines how the idea of ""the modern"" develops at the end of the 18th century in European philosophy and literature, and how being modern (or progressive, or hip) became one of the crucial criteria for understanding and evaluating cultural change. Are we still in modernity, or have we moved beyond the modern to the postmodern?",500,https://images.pexels.com/photos/5668473/pexels-photo-5668473.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1132,Practical Introduction to the Command Line,"In this project, you will use the UNIX command line to create photo albums that organize photos into directories by date. You'll learn what's the difference between a terminal, bash, command-line, and prompt. With lots of hands-on exercises, you'll master the most fundamental Unix commands for navigating, manipulating and inspecting files.  Interacting with a computer through a command-line interface (CLI) is a powerful technique. In such an interface, you type commands telling the computer to perform desired tasks. Mastering the command line can greatly improve your productivity during development.",100,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1133,Measure and Optimize Social Media Marketing Campaigns,"This course provides you with skills to optimize your social media marketing efforts. Learn to evaluate and interpret the results of your advertising campaigns. Learn how to assess advertising effectiveness through lift studies and optimize your campaigns with A/B testing. Understand how advertising effectiveness is measured across platforms and devices, learn how to evaluate the ROI of your marketing, and master how to communicate your social media marketing results to others in the company. You will end the course with a project where you will gain hands-on experience with communicating results and formulating recommendations based on the results of a social marketing campaign.   By the end of this course, you will be able to: ï¿½ Use basic and customized reports to evaluate the results of your advertising campaign  ï¿½ Evaluate advertising effectiveness using lift tests ï¿½ Understand different techniques used to measure the effectiveness of marketing campaigns across channels  ï¿½ Implement an A/B test to optimize your campaign ï¿½ Analyze dashboards and evaluate the ROI from your social media marketing efforts ï¿½ Present and communicate your findings to a team  This course is for people who want to learn how to analyze their campaign marketing results, optimize their campaigns and effectively communicate findings to their teams. Learners don't need marketing experience but should have basic internet navigation skills and be eager to participate and connect on social media. Having a Facebook or Instagram account helps, and ideally, learners have already completed the four previous courses in this program.",1,https://images.pexels.com/photos/267401/pexels-photo-267401.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1134,Ebola Virus Disease: An Evolving Epidemic,"Learn about the evolving Ebola epidemic and its various aspects including disease prevention, management and treatment, response to the epidemic, ethical considerations, and the post-Ebola global health landscape.",600,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1135,Machine Learning Using SAS Viya,"This course covers the theoretical foundation for different techniques associated with supervised machine learning models. In addition, a business case study is defined to guide participants through all steps of the analytical life cycle, from problem understanding to model deployment, through data preparation, feature selection, model training and validation, and model assessment. A series of demonstrations and exercises is used to reinforce the concepts and the analytical approach to solving business problems.   This course uses Model Studio, the pipeline flow interface in SAS Viya that enables you to prepare, develop, compare, and deploy Advanced analytics models. You learn to train supervised machine learning models to make better decisions on big data. The SAS applications used in this course make machine learning possible without programming or coding.",1,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1136,The Science of Health Care Delivery,"The Mayo Clinic and Arizona State University Alliance for Health Care has developed innovative Science of Health Care Delivery training programs which introduce scientific approaches to quality improvement for patient care and population health, while also examining ways to reduce health costs. The full training, which explores key concepts in the Science of Health Care Delivery and why it is critically important to future patient care, can be used by health care professionals or as curriculum for aspiring care providers.   By the end of this introductory course, learners will recognize the how education in the Science of Health Care Delivery can improve and enhance the quality of provider care, health care systems and patient health. The overview course consists of a multimedia introduction to Science of Health Care Delivery domains, followed by video segments where learners meet a patient and caregivers who embody or apply new knowledge, skills and attitudes learned from the Science of Health Care Delivery. An expert reflection after each video presentation reinforces the domainï¿½s concepts. Learners can seek more information into this dynamic field with the additional resources provided at the end of the course.",700,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1137,Addressing Large Hadron Collider Challenges by Machine Learning,"The Large Hadron Collider (LHC) is the largest data generation machine for the time being. It doesnï¿½t produce the big data, the data is gigantic. Just one of the four experiments generates thousands gigabytes per second. The intensity of data flow is only going to be increased over the time. So the data processing techniques have to be quite sophisticated and unique. In this course weï¿½ll introduce students into the main concepts of the Physics behind those data flow so the main puzzles of the Universe Physicists are seeking answers for will be much more transparent. Of course we will scrutinize the major stages of the data processing pipelines, and focus on the role of the Machine Learning techniques for such tasks as track pattern recognition, particle identification, online real-time processing (triggers) and search for very rare decays. The assignments of this course will give you opportunity to apply your skills in the search for the New Physics using Advanced data analysis techniques. Upon the completion of the course you will understand both the principles of the Experimental Physics and Machine Learning much better.  Do you have technical problems? Write to us: coursera@hse.ru",600,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1138,AI for Medical Prognosis,"AI is transforming the practice of medicine. Itï¿½s helping doctors diagnose patients more accurately, make predictions about patientsï¿½ future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.  Machine learning is a powerful tool for prognosis, a branch of medicine that specializes in predicting the future health of patients. In this second course, youï¿½ll walk through multiple examples of prognostic tasks. Youï¿½ll then use decision trees to model non-linear relationships, which are commonly observed in medical data, and apply them to predicting mortality rates more accurately. Finally, youï¿½ll learn how to handle missing data, a key real-world challenge.   These courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases.  This course focuses on tree-based machine learning, so a foundation in deep learning is not required for this course.  However, a foundation in deep learning is highly recommended for course 1 and 3 of this specialization.  You can gain a foundation in deep learning by taking the Deep Learning Specialization offered by deeplearning.ai and taught by Andrew Ng.",500,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1139,Image Noise Reduction with Auto-encoders using TensorFlow,"In this 2-hour long project-based course, you will learn the basics of image noise reduction with auto-encoders. Auto-encoding is an algorithm to help reduce dimensionality of data with the help of neural networks. It can be used for lossy data compression where the compression is dependent on the given data. This algorithm to reduce dimensionality of data as learned from the data can also be used for reducing noise in data.  This course runs on Coursera's hands-on project platform called Rhyme. On Rhyme, you do projects in a hands-on manner in your browser. You will get instant access to pre-configured cloud desktops containing all of the software and data you need for the project. Everything is already set up directly in your internet browser so you can just focus on learning. For this project, youï¿½ll get instant access to a cloud desktop with Python, Jupyter, and Tensorflow pre-installed.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",100,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1140,Write Your First Novel,"WRITE YOUR FIRST NOVEL  If youï¿½ve ever had the dream, the desire or even just a vague notion that you would like to write a novel, this course is for you. Whether you are a full-time student, have a full-time job, a family to take care of or all of the above, you can do it. Really! And I will help you get there.  In this Course, you will write your first novel. Many people say they have often thought about writing a novel and are planning to do it someday, but very few ever actually do. However, in this course, you will do it. You will learn how to form a basic idea, any idea, into a structure and discipline that will allow you to create, write and complete a fully-realized novel ready to submit for publication.   If you have any concerns regarding the protection of your original work, Coursera's privacy policy protects the learner's IP and you are indeed the sole owners of your work.   Here is a link to a trailer for the course. To view the trailer, please copy and paste the link into your browser. https://vimeo.com/385761391/c5e7f873cf  Learner review: ""It was a great experience, I really enjoyed it.""  In Write Your First Novel, youï¿½ll learn to break down your creative endeavor into components and youï¿½ll discover a process that will allow you to do what few have done: produce and complete a full-length work of fiction in the form of a 50,000-word novel.   Learner Review: ""As a published author, I took this course to relearn the skills. I thoroughly enjoyed each and every lecture and quiz. This course was very, very helpful and the videos were very well executed. Cheers!""  I am a proponent of experiential learning (also known as active learning). My lectures are short and to the point, designed in a step-by-step process essential to your success as a writer. I will guide you, I will show you how to get there, hopefully I will inspire you. You will learn through your own activity - which is writing! I firmly believe that the only way to become a writer is to write, write, write!    Learner review: ""BEST TEACHER EVER! LOVE THE COURSE.""  Writing fiction is a truly beautiful thing. Putting your own words on a page to tell a story which enters your readers minds and allows them to share the thoughts, emotions and lives of your characters is a very satisfying, rewarding experience.  Learner review: ""Gooood. So very good""",200,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1141,Regression Modeling Fundamentals,"This introductory course is for SAS software users who perform statistical analyses using SAS/STAT software. The focus is on t tests, ANOVA, and linear regression, and includes a brief introduction to logistic regression.",200,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1142,Relational Modeling in Dia,"In this course you will learn to interpret and draw a relational model through hands-on exercises using a diagramming tool called ï¿½Diaï¿½. You will complete the final step in the database design process as you convert the logical design documented in an Entity Relationship Diagram into a Relational Model. During the conversion, you will investigate relational modeling rules and practice modeling techniques as you learn to resolve one-to-many and many-to-many relationships using foreign keys and bridge tables. Your final Relational Model will become the blueprint for creating a database and its tables. Since data is at the center of any information system, knowledge and understanding of database design will serve you well as a database user or a database designer.  Note: This course works best for learners who are based in the North America region. Weï¿½re currently working on providing the same experience in other regions.",100,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1143,Information Theory,"The lectures of this course are based on the first 11 chapters of Prof. Raymond Yeungï¿½s textbook entitled Information Theory and Network Coding (Springer 2008).  This book and its predecessor, A First Course in Information Theory (Kluwer 2002, essentially the first edition of the 2008 book), have been adopted by over 60 universities around the world as either a textbook or reference text.  At the completion of this course, the student should be able to: 1) Demonstrate knowledge and understanding of the fundamentals of information theory. 2) Appreciate the notion of fundamental limits in communication systems and more generally all systems. 3) Develop deeper understanding of communication systems. 4) Apply the concepts of information theory to various disciplines in information science.",400,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1144,Product  and Service Development: Empathy  Mapping with Miro,"By the end of this project, you will be fluent in identifying and creating Empathy Maps based on persona for new products and services and in deriving opportunities from your analysis, thus generating positive results for your business venture. This project is designed to engage and harness your visionary and exploratory abilities. You will use proven models in strategy and product development with the Miro platform to explore and analyze customer data combined with the development of Empathy Maps.  This is an important step for individuals or companies wanting to explore new products or services.   We will practice critically examining the developed persona. You will engage in evaluating, through examples and hands-on practice, making decisions on product orientation.",1,https://images.pexels.com/photos/577585/pexels-photo-577585.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1145,An Intuitive Introduction to Probability,"This course will provide you with a basic, intuitive and practical introduction into Probability Theory. You will be able to learn how to apply Probability Theory in different scenarios and you will earn a ""toolbox"" of methods to deal with uncertainty in your daily life.   The course is split in 5 modules. In each module you will first have an easy introduction into the topic, which will serve as a basis to further develop your knowledge about the topic and acquire the ""tools"" to deal with uncertainty. Additionally, you will have the opportunity to complete 5 exercise sessions to reflect about the content learned in each module and start applying your earned knowledge right away.   The topics covered are: ""Probability"", ""Conditional Probability"", ""Applications"", ""Random Variables"", and ""Normal Distribution"".  You will see how the modules are taught in a lively way, focusing on having an entertaining and useful learning experience! We are looking forward to see you online!",200,https://images.pexels.com/photos/265087/pexels-photo-265087.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1146,Digital Product Management: Modern Fundamentals,"Not so long ago, the job of product manager was about assessing market data, creating requirements, and managing the hand-off to sales/marketing. Maybe youï¿½d talk to a customer somewhere in there and theyï¿½d tell you what features they wanted. But companies that manage product that way are dying.  Being a product person today is a new game, and product managers are at the center of it. Today, particularly if your product is mostly digital, you might update it several times a day. Massive troves of data are available for making decisions and, at the same time, deep insights into customer motivation and experience are more important than ever. The job of the modern product manager is to charter a direction and create a successful working environment for all the actors involved in product success.  Itï¿½s not a simple job or an easy job, but it is a meaningful job where youï¿½ll be learning all the time.   This course will help you along your learning journey and prepare you with the skills and perspective you need to:  Create the actionable focus to successfully manage your product (week 1) Focus your work using modern product management methods (week 2) Manage new products and explore new product ideas (week 3) Manage and amplify existing products (week 4)  This course is ideal for current product or general  managers interested in today's modern product management methods.  This course was developed with the generous support of the Batten Institute at UVAï¿½s Darden School of Business. The Batten Instituteï¿½s mission is to improve the world through entrepreneurship and innovation: www.batteninstitute.org.",100,https://images.pexels.com/photos/1181675/pexels-photo-1181675.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
1147,Global Strategy II: Doing Business in The Global Economy,"This course explores the ways firms overcome challenges when operating globally. The global economy is characterized for its high complexity and uncertainty.  Corporations trying to succeed in the global economy need to develop different types of strategies depending on where they are conducting business or what type business they are in.  Students taking this course will learn how to determine the best strategy to follow when expanding globally, the advantages and disadvantages of those strategies, and the appropriate responses to external pressures.   This course is part of the iMBA offered by the University of Illinois, a flexible, fully-accredited online MBA at an incredibly competitive price. For more information, please see the Resource page in this course and onlinemba.illinois.edu.",600,https://images.pexels.com/photos/669619/pexels-photo-669619.jpeg,2021-06-09,2021-06-09,2024-10-08 16:11:56.496826
